,title,tags,primaryTopic,brief,description,address,city,website,latitude,longitude
163,Obdachlosen- und Wohnungslosenhilfe,"['Familien', 'Frauen', 'queer', 'Hintergrund der Behinderung', 'Fluchthintergrund', 'Migrationshintergrund', 'obdachlos', 'mitte', 'Pankow', 'Reinickendorf', 'Arabisch', 'Bulgarisch', 'Russisch', 'Türkisch', 'Notunterkunft', 'persönlich', 'telefonisch', 'Ort', 'o ri cosdstwm', 'Ehrenamt', 'Selbsthilfe', 'Gehäuse']",Gehäuse,Angebot und Vermittlung von Unterkünften,"Wir bieten und vermitteln wohnungslosen Menschen Notunterkünfte, Schlafplätze und soziale Wohnprojekte; wir unterstützen bei der Beantragung von Sozial- und Hilfsleistungen.

Um vorherige Kontaktaufnahme wird gebeten:
info@soziales-traegerwerk.de
030 / 54 88 74 08",Reinickendorfer Straße 97,Berlin,https://www.soziales-traegerwerk.de,52.54749001933278,13.368235110124546
164,"Kindertagesstätte ""Ginsterkatze""","['Familien', 'Jung', 'Reinickendorf', 'Bildungszentrum', 'Kindergarten', 'o ri trgsdbb', 'Dienst']",Kindergarten,"Spielerisch lernen, Erfahrungen sammeln, neugierig die Weltentdecken und vor allem lachen!","55 Kinder, davon 15 Kinder im Nestbereich (U3) und 40 Kinder im Elementarbereich (3-6 Jahre), werden als selbstbestimmte Persönlichkeiten von uns Mitarbeiter/innen in der vertrauensbasierten pädagogischen Arbeit wahrgenommen, begleitet, gefördert und liebevoll unterstützt.",Avenue Charles de Gaulle 7b,Berlin,https://www.twsd-bb.de,52.6023,13.32229
165,"Kindertagesstätte ""Peene-Kapitäne""","['Familien', 'Jung', 'Treptow Koepenik', 'Bildungszentrum', 'Kindergarten', 'o ri trgsdbb', 'Dienst']",Kindergarten,"Wir laden alle Kinder zu unseren Abenteuern ein und motivieren sie, mit uns zusammen die Welt zu erkunden.","Die im Jahr 2020 neugebaute Kindertagesstätte Peene-Kapitäne mit 209 Plätzen befindet sich in Altglienicke, einem Berliner Ortsteil im Bezirk Treptow-Köpenick.
In der ebenerdigen Krippe finden 56 Kleinkinder im Alter von einem bis drei Jahren einen sicheren Hafen, während im Elementarbereich, verteilt auf drei Decks, 153 Kinder ab einem Alter von drei Jahren bis zum Schuleintritt in einem offenen Konzept betreut werden.

Die verschiedenen Funktionsräume gemäß den Bildungsbereichen des Berliner Bildungsprogramms laden zum Entdecken ein.

Den Kindern stehen folgende Funktionsräume zur Verfügung:

- ein großes Theater, ein Medien- und Schriftkulturraum
- eine Bibliothek, ein Bauraum und ein Musikraum
- zwei Bewegungsräume und zwei Ateliers
- ein Raum für soziales und kulturelles Leben
- ein Raum für Mathematik und ein Raum für Umwelt, Natur und Technik",Peenestraße 36,Berlin,https://www.twsd-bb.de,52.41609,13.53329
166,"Soziales Beratungszentrum mit Kiez-Café ""ANDERS Celsius""","['Senioren', 'Steglitz Zehlendorf', 'Beratungsstelle', 'Beratung', 'Ehrenamt', 'o ri trgsdbb', 'Dienst']",Beratung,In unseren Räumen finden Sie Ansprechpartner*innen rund um das Thema Pflege.,"Das Kiez-Café „ANDERS Celsius“ im Sozialen Beratungszentrum in Berlin, Celsiusstraße 13, hat sich zum Ziel gesetzt, für die Bewohner des Quartiers durch aktive und positive Gestaltung ihrer Freizeit eine stärkere Verbundenheit mit ihrem Wohnumfeld zu erreichen. In unseren Räumen finden Sie Ansprechpartner rund um das Thema Pflege. Gern beraten wir Sie zu Ihren Fragen zur Pflegeversicherung und zu Pflegegraden, des Wohnens und des nachbarschaftlichen Engagements.

Vereinbaren Sie einen Termin unter Tel. 030 - 75 65 15 50.",Celsiusstr.13,Berlin,,52.41509,13.314
167,360° Pflegedienst Eberswalde,"['Senioren', 'Sorge', 'o ri trgsdbb', 'Dienst']",Sorge,360 Grad Pflegedienst Eberswalde,"Mit unserem Pflegedienst pflegen wir unsere Kunden so, wie wir auch gepflegt werden möchten.

Der Kunde steht im Mittelpunkt unserer Bemühungen. Ihn in seinem individuellen Menschsein anzunehmen und zu respektieren, ist unser besonderes Anliegen. Durch den Aufbau einer vertrauten Beziehung und gegenseitige Anerkennung versuchen wir, unseren Kunden eine Unterstützung in ihren Lebensaktivitäten zu geben.

Unsere ganzheitliche Pflege und Betreuung ist an das Pflegemodell von M. Krohwinkel angelehnt. Wir können so eine auf die Kunden und ihre Angehörigen individuell zugeschnittene Pflege ermöglichen.

Wir bieten:

Leistungen der Grundpflege (z.B. Hilfe bei der Körperpflege, der hauswirtschaftlichen Versorgung wie Reinigung der Wohnung oder Einkauf)
Leistungen der Behandlungspflege (Übernahme aller ärztlich verordneten Maßnahmen, u.a. Injektionen, Infusionen, Verbandswechsel) 
Verhinderungs- oder Urlaubspflege (zeitweise und kurzfristige Übernahme von Pflegeleistungen, z.B. wenn der pflegende Angehörige Urlaub plant oder wegen Krankheit ausfällt)
Betreuungsgruppen (z.B. für an Demenz erkrankte Menschen), um die Alltagskompetenzen zu fördern und zu erhalten
Privat vereinbarte Leistungen wie z.B. “Frühjahrsputz” (Fenster putzen - ohne Leiter, Gardinen waschen, Wäsche bügeln u.a.)

... und was Sie noch brauchen.
Wir sind für Sie da. Fragen Sie uns!",Rudolf-Breitscheid-Straße 6,Eberswalde,https://www.twsd-bb.de,52.83178,13.80936
168,360° Pflegedienst Hönow,"['Senioren', 'Sorge', 'o ri trgsdbb', 'Dienst']",Sorge,Pflegedienst 360 Grad Hönow,"Gesundheit ist für uns mehr als die Abwesenheit von Krankheit und körperlichen Gebrechen.

Wir vertreten die Auffassung, dass es keine körperliche Gesundheit ohne eine seelische Gesundheit gibt! Denn wir möchten, dass Sie sich rundum wohl fühlen.

Deshalb erarbeiten wir gemeinsam, mit Ihnen und Ihren Angehörigen, ein individuelles Behandlungs- und Pflegekonzept und sind UNTERWEGS FÜR IHR LEBEN DAHEIM.

Mit unserem Pflegedienst pflegen wir unsere Kunden so, wie wir auch gepflegt werden möchten.

Wir bieten:

Leistungen der Grundpflege (z.B. Hilfe bei der Körperpflege, der hauswirtschaftlichen Versorgung wie Reinigung der Wohnung oder Einkauf)
Leistungen der Behandlungspflege (Übernahme aller ärztlich verordneten Maßnahmen, u.a. Injektionen, Infusionen, Verbandswechsel) 
Verhinderungs- oder Urlaubspflege (zeitweise und kurzfristige Übernahme von Pflegeleistungen, z.B. wenn der pflegende Angehörige Urlaub plant oder wegen Krankheit ausfällt)
Betreuungsgruppen (z.B. für an Demenz erkrankte Menschen), um die Alltagskompetenzen zu fördern und zu erhalten
Privat vereinbarte Leistungen wie z.B. “Frühjahrsputz” (Fenster putzen - ohne Leiter, Gardinen waschen, Wäsche bügeln u.a.)
... und was Sie noch brauchen. Wir sind für Sie da. Fragen Sie uns!",Mahlsdorfer Str. 59,Hönow,,52.53629,13.63339
169,VITA e.V. Berlin - Wohnverbund Friedrichshain-Kreuzberg I,"['Senioren', 'Frauen', 'queer', 'Männer', 'Hintergrund der Behinderung', 'Migrationshintergrund', 'Friedrichshain Kreuzberg', 'Geistige Behinderung 2', 'Betreutes Wohnen', 'Gruppe', 'persönlich', 'Gehäuse', 'o ri veritab', 'Dienst']",Gehäuse,"Betreutes Wohnen, Betreutes Einzelwohnen (BEW) & Therapeutische Wohngemeinschaft (TWG) für seelisch behinderte Menschen","Der Wohnverbund Friedrichshain-Kreuzberg I bietet betreutes Wohnen im eigenen selbst angemieteten Wohnraum oder in Trägerwohnungen im Rahmen des Betreuten Einzelwohnen (BEW) sowie in der Therapeutischen Wohngemeinschaft (TWG) für seelisch behinderte Menschen an.
Dieses Angebot richtet sich an Menschen, die in der Gemeinschaft leben möchten, mit individueller Unterstützung und vielen Angeboten im Verbund. Bei der Belegung achten wir besonders auf die Altersstruktur sowie Interessen und Persönlichkeiten der Klienten.

Was bieten wir an?
- Hilfestellung bei der Alltagsbewältigung, das beinhaltet z.B. die Selbstversorgung im häuslichen Bereich, die Interessensvertretung gegenüber Behörden, Unterstützung bei finanziellen Angelegenheiten, Postbearbeitung
- Förderung von sozialen Kontakten, Erhalt/ Aufbau mitmenschlicher Beziehungen sowie gegenseitiger Unterstützung
- Psychosoziale Begleitung und Entwicklung von Lösungsstrategien mit dem Krankheitserleben, Erhalt und Erlangung von psychischer Stabilität, Begleitung zu Ärzten
Schaffung einer individuell geeigneten Tagesstruktur und sinnstiftende Beschäftigung, interne arbeitstherapeutische Beschäftigungsangebote
- Entwicklung einer angemessenen Perspektive im Bereich Arbeit, Zuverdienst
- Teilhabe am Leben in der Gemeinschaft und im eigenen Sozialraum",Blücherstraße 26B,Berlin,https://vita-ev.de/einrichtungen/wohnverbund-friedrichshain-kreuzberg/,52.492847747237306,13.400852457065715
170,VITA e.V. Berlin - Wohnverbund Friedrichshain-Kreuzberg II,"['Senioren', 'Frauen', 'queer', 'Männer', 'Hintergrund der Behinderung', 'Migrationshintergrund', 'Friedrichshain Kreuzberg', 'Englisch', 'Rollstuhl', 'Geistige Behinderung 2', 'Betreutes Wohnen', 'Gruppe', 'persönlich', 'Gehäuse', 'o ri veritab', 'Dienst']",Gehäuse,"Betreutes Wohnen, Betreutes Einzelwohnen (BEW) & Therapeutische Wohngemeinschaft (TWG) für seelisch behinderte Menschen","Der Wohnverbund Friedrichshain-Kreuzberg II bietet Betreutes Wohnen im eigenen selbst angemieteten Wohnraum oder in Trägerwohnungen im Rahmen des Betreuten Einzelwohnen (BEW) sowie in der Therapeutischen Wohngemeinschaft (TWG) für seelisch behinderte Menschen an.

Unser Angebot richtet sich an Menschen, die in der Gemeinschaft leben möchten, mit individueller Unterstützung und vielen Angeboten im Verbund. Bei der Belegung achten wir besonders auf die Altersstruktur sowie Interessen und Persönlichkeiten der Klienten.

Was bieten wir an?
- Hilfestellung bei der Alltagsbewältigung, das beinhaltet z.B. die Selbstversorgung im häuslichen Bereich, die Interessensvertretung gegenüber Behörden, Unterstützung bei finanziellen Angelegenheiten, Postbearbeitung
- Förderung von sozialen Kontakten, Erhalt/ Aufbau mitmenschlicher Beziehungen sowie gegenseitiger Unterstützung
- Psychosoziale Begleitung und Entwicklung von Lösungsstrategien mit dem Krankheitserleben, Erhalt und Erlangung von psychischer Stabilität, Begleitung zu Ärzten
Schaffung einer individuell geeigneten Tagesstruktur und sinnstiftende Beschäftigung, interne arbeitstherapeutische Beschäftigungsangebote
- Entwicklung einer angemessenen Perspektive im Bereich Arbeit, Zuverdienst
- Teilhabe am Leben in der Gemeinschaft und im eigenen Sozialraum",Gitschiner Straße 38,Berlin,https://vita-ev.de/einrichtungen/wohnverbund-friedrichshain-kreuzberg/,52.49783492436875,13.41012770863711
171,VITA e.V. Berlin - Wohnverbund Treptow-Köpenick,"['Senioren', 'Frauen', 'queer', 'Männer', 'Hintergrund der Behinderung', 'Migrationshintergrund', 'Treptow Koepenik', 'Englisch', 'Rollstuhl', 'barrierefreies Badezimmer', 'Geistige Behinderung 2', 'Betreutes Wohnen', 'Gruppe', 'persönlich', 'Dienst', 'Gehäuse', 'o ri veritab']",Gehäuse,"Betreutes Wohnen, Betreutes Einzelwohnen (BEW) & Therapeutische Wohngemeinschaft (TWG) für seelisch behinderte Menschen","Der Wohnverbund Treptow-Köpenick bietet Betreutes Wohnen im eigenen selbst angemieteten Wohnraum oder in Trägerwohnungen im Rahmen des Betreuten Einzelwohnen (BEW) sowie in der Therapeutischen Wohngemeinschaft (TWG) für seelisch behinderte Menschen an.

Unser Angebot richtet sich an Menschen, die in der Gemeinschaft leben möchten, mit individueller Unterstützung und vielen Angeboten im Verbund. Bei der Belegung achten wir besonders auf die Altersstruktur sowie Interessen und Persönlichkeiten der Klienten.

Was bieten wir an?
- Hilfestellung bei der Alltagsbewältigung, das beinhaltet z.B. die Selbstversorgung im häuslichen Bereich, die Interessensvertretung gegenüber Behörden, Unterstützung bei finanziellen Angelegenheiten, Postbearbeitung
- Förderung von sozialen Kontakten, Erhalt/ Aufbau mitmenschlicher Beziehungen sowie gegenseitiger Unterstützung
- Psychosoziale Begleitung und Entwicklung von Lösungsstrategien mit dem Krankheitserleben, Erhalt und Erlangung von psychischer Stabilität, Begleitung zu Ärzten
- Schaffung einer individuell geeigneten Tagesstruktur und sinnstiftende Beschäftigung, interne arbeitstherapeutische Beschäftigungsangebote
- Entwicklung einer angemessenen Perspektive im Bereich Arbeit, Zuverdienst
- Teilhabe am Leben in der Gemeinschaft und im eigenen Sozialraum",Myliusgarten 1-3,Berlin,https://vita-ev.de/einrichtungen/wohnverbund-treptow-koepenick/,52.45223690036975,13.621159239341779
172,Vor-Ort-Prävention zu HIV und STIs,"['queer', 'mitte', 'Friedrichshain Kreuzberg', 'Pankow', 'Charlottenburg Wilmersdorf', 'spandau', 'Steglitz Zehlendorf', 'Tempelhof Schoeneberg', 'Neukölln', 'Treptow Koepenik', 'Marzahn Hellersdorf', 'Lichtenberg', 'Reinickendorf', 'Englisch', 'persönlich', 'online', 'Ehrenamt', 'Selbsthilfe', 'o ri ordspihs', 'Dienst']",volunteer_work,Queere Nonnen des 21. Jahrhunderts,"Wir verbreiten ehrenamtlich universelle Freude, haben stets ein offenes Ohr für Sorgen und Nöte, bieten Sündenablass und Segnungen und verteilen kostenlos Safer-Sex-Material. Dabei sammeln wir Spenden für Menschen, die von HIV und Aids betroffen sind.

Unsere Tätigkeit besteht aus Streetwork bzw. Vor-Ort-Arbeit innerhalb der LSBTIQ*-Community. Währenddessen tragen wir unsere spezifische Ordenstracht, um sofort gut erkennbar zu sein. Dabei sehen wir das Verschenken von Kondomen und Gleitgel vor allem als Angebot mit uns über sexuell übertragbare Infektionen (STIs) sowie HIV und Aids ins Gespräch zu kommen. Wir sind uns bewusst, dass neben dem Kondom der Schutz durch Therapie (TasP) sowie die Prä-Expositions-Prophylaxe (PrEP) als Safer-Sex-Strategien zur Verhütung von HIV und Aids Anwendung finden und behandeln diese gleichberechtigt.

Als Mitgliedsorganisation der Deutschen Aidshilfe e.V. folgen wir selbstverständlich dem Konzept der strukturellen Prävention. Diese sieht vor, individuelles Verhalten und gesellschaftliche Verhältnisse so zu verschränken, dass Gesundheit lebensweltnah und nachhaltig gefördert wird. Strukturelle Prävention nimmt also das Verhalten einzelner ebenso in den Blick wie die Verhältnisse (Strukturen), in denen sie leben und lieben.",Tempelherrenstraße17,Berlin,https://www.indulgenz.de/,52.49548,13.40075
173,House of QueerSisters e.V. Erzabtei Bundesverband,"['Senioren', 'Familien', 'Frauen', 'queer', 'Männer', 'Hintergrund der Behinderung', 'mitte', 'Friedrichshain Kreuzberg', 'Pankow', 'Charlottenburg Wilmersdorf', 'spandau', 'Steglitz Zehlendorf', 'Tempelhof Schoeneberg', 'Neukölln', 'Treptow Koepenik', 'Marzahn Hellersdorf', 'Lichtenberg', 'Reinickendorf', 'Beratungsstelle', 'Selbsthilfe-Anlaufstelle', 'online', 'telefonisch', 'Gesundheit', 'Beratung', 'Ehrenamt', 'Geisteswissenschaften', 'Selbsthilfe', 'o ri houqse', 'Ort']",Gesundheit,Queer-Sisters,"Wir informieren zu Übertragungswegen von HIV/AIDS, STI und Hepatitiden. Wir sind in der Behindertenhilfe, der Flüchtlingshilfe, Menschenrechte, der Beratung, der Bildung und des Völkerverständigungsgedankens tätig.  Als Selbsthilfeorganisation unterstützen wir Menschen mit HIV/Aids, ihre An- und Zugehörigen in allen Lebensfragen, die sich im Rahmen der HIV-Erkrankung ergeben.",Hohenstaufenstraße 59,Berlin,http://house-of-queer-sisters.org/,52.494517425922034,13.348861598329991
174,VITA e.V. Berlin - Wohnverbund Neukölln,"['Senioren', 'Frauen', 'queer', 'Männer', 'Hintergrund der Behinderung', 'Migrationshintergrund', 'Neukölln', 'Englisch', 'Polnisch', 'Türkisch', 'Rollstuhl', 'Geistige Behinderung 2', 'Betreutes Wohnen', 'Gruppe', 'persönlich', 'Gehäuse', 'o ri veritab', 'Dienst']",Gehäuse,"Betreutes Wohnen, Betreutes Einzelwohnen (BEW) & Therapeutische Wohngemeinschaft (TWG) für seelisch behinderte Menschen","Der Wohnverbund Neukölln bietet Betreutes Wohnen im eigenen selbst angemieteten Wohnraum oder in Trägerwohnungen im Rahmen des Betreuten Einzelwohnen (BEW) sowie in der Therapeutischen Wohngemeinschaft (TWG) für seelisch behinderte Menschen an.
Unser Angebot richtet sich an Menschen, die in der Gemeinschaft leben möchten, mit individueller Unterstützung und vielen Angeboten im Verbund. Bei der Belegung achten wir besonders auf die Altersstruktur sowie Interessen und Persönlichkeiten der Klienten.

Was bieten wir an?
- Hilfestellung bei der Alltagsbewältigung, das beinhaltet z.B. die Selbstversorgung im häuslichen Bereich, die Interessensvertretung gegenüber Behörden, Unterstützung bei finanziellen Angelegenheiten, Postbearbeitung
- Förderung von sozialen Kontakten, Erhalt/ Aufbau mitmenschlicher Beziehungen sowie gegenseitiger Unterstützung
- Psychosoziale Begleitung und Entwicklung von Lösungsstrategien mit dem Krankheitserleben, Erhalt und Erlangung von psychischer Stabilität, Begleitung zu Ärzten
- Schaffung einer individuell geeigneten Tagesstruktur und sinnstiftende Beschäftigung, interne arbeitstherapeutische Beschäftigungsangebote
- Entwicklung einer angemessenen Perspektive im Bereich Arbeit, Zuverdienst
- Teilhabe am Leben in der Gemeinschaft und im eigenen Sozialraum",Straße 614 Nr. 76,Berlin,https://vita-ev.de/einrichtungen/wohnverbund-neukoelln/,52.45762747702661,13.43862343190189
175,VITA e.V. Berlin - Wohnverbund Neukölln II,"['Senioren', 'Frauen', 'queer', 'Männer', 'Hintergrund der Behinderung', 'Migrationshintergrund', 'Neukölln', 'Englisch', 'Türkisch', 'Rollstuhl', 'barrierefreies Badezimmer', 'Geistige Behinderung 2', 'Betreutes Wohnen', 'Gruppe', 'persönlich', 'Gehäuse', 'o ri veritab', 'Dienst']",Gehäuse,"Betreutes Wohnen, Betreutes Einzelwohnen (BEW) & Therapeutische Wohngemeinschaft (TWG) für seelisch behinderte Menschen","Der Wohnverbund Neukölln II bietet Betreutes Wohnen im eigenen selbst angemieteten Wohnraum oder in Trägerwohnungen im Rahmen des Betreuten Einzelwohnen (BEW) sowie in der Therapeutischen Wohngemeinschaft (TWG) für seelisch behinderte Menschen an.

Unser Angebot richtet sich an Menschen, die in der Gemeinschaft leben möchten, mit individueller Unterstützung und vielen Angeboten im Verbund. Bei der Belegung achten wir besonders auf die Altersstruktur sowie Interessen und Persönlichkeiten der Klienten.

Was bieten wir an?
- Hilfestellung bei der Alltagsbewältigung, das beinhaltet z.B. die Selbstversorgung im häuslichen Bereich, die Interessensvertretung gegenüber Behörden, Unterstützung bei finanziellen Angelegenheiten, Postbearbeitung
- Förderung von sozialen Kontakten, Erhalt/ Aufbau mitmenschlicher Beziehungen sowie gegenseitiger Unterstützung
- Psychosoziale Begleitung und Entwicklung von Lösungsstrategien mit dem Krankheitserleben, Erhalt und Erlangung von psychischer Stabilität, Begleitung zu Ärzten
- Schaffung einer individuell geeigneten Tagesstruktur und sinnstiftende Beschäftigung, interne arbeitstherapeutische Beschäftigungsangebote
- Entwicklung einer angemessenen Perspektive im Bereich Arbeit, Zuverdienst
- Teilhabe am Leben in der Gemeinschaft und im eigenen Sozialraum",Alt-Britz 90-92,Berlin,https://www.vita-ev.de,52.4461001892546,13.43605906184331
176,Freizeitclub REMISE,"['Hintergrund der Behinderung', 'Treptow Koepenik', 'Geistige Behinderung', 'Tagungszentrum', 'Gruppe', 'Nachbarschaft', 'Erholung', 'o ri berthi', 'Dienst']",Erholung,Freizeitangebot für Menschen mit Lernschwierigkeiten und ihre Angehörigen,"Seit vielen Jahren haben wir in Treptow-Köpenick einen Freizeit-Club.

Hier organisieren wir regelmäßig Veranstaltungen
für Menschen mit Lern-Schwierigkeiten und ihre Angehörigen.

Die Remise ist ein Ort für Kultur, Austausch und Begegnung.

Deshalb ist unser Angebot auch für alle anderen Menschen offen,
die in Treptow-Köpenick leben.

Was steht dabei im Vordergrund?

-    neue Kontakte knüpfen
-    gemeinsam Neues ausprobieren und Spaß haben
-    von und mit Anderen lernen
-    kreativ sein
-    eigene Talente entdecken
-    Ängste und Vorurteile abbauen
-    Teil einer Gemeinschaft sein

Was gibt es in der Remise?

Wir haben viel Platz.
Es gibt einen Raum für die Disco und für Dart-Spiele,
einen Computer-Raum und einen Kreativ-Raum.
In der Wohn-Küche und in unserem kleinen Garten
können Sie sich bei Kaffee und Kuchen entspannen.

Wer leitet die Gruppen?

In der Remise arbeiten Übungsleiterinnen und Übungsleiter mit viel Erfahrung.
Sie bieten verschiedene Kurse an.
So können die Teilnehmenden sich ausprobieren und Neues entdecken.
Ein Besuch lohnt sich immer.

Was bieten wir an?

Regelmäßige Kurse finden in der Woche von Dienstag bis Donnerstag statt.

Dienstag:

    Bildgestaltung von 15.00 Uhr bis 18.00 Uhr

Mittwoch:

    Dartkurs von 15.00 Uhr bis 18.00 Uhr

Donnerstag:

    Kreativkurs von 15.00 Uhr bis 18.00 Uhr


Aktuelle Informationen finden Sie auf unserer Homepage htpps.//www.berlinerstarthilfe.org/venue/freizeitclub-remise/",Bölschestr. 124,Berlin,https://www.berlinerstarthilfe.org,52.44891518507241,13.624194809743226
177,Schülerpaten Berlin e.V.,"['Jung', 'Fluchthintergrund', 'Migrationshintergrund', 'mitte', 'Friedrichshain Kreuzberg', 'Pankow', 'Charlottenburg Wilmersdorf', 'spandau', 'Steglitz Zehlendorf', 'Tempelhof Schoeneberg', 'Neukölln', 'Treptow Koepenik', 'Marzahn Hellersdorf', 'Lichtenberg', 'Reinickendorf', 'Arabisch', 'persönlich', 'O RI SCHBER', 'Bildung', 'Ehrenamt', 'Dienst']",volunteer_work,Bildungspatenschaften für Schulkinder mit Migrationshintergrund,"Schülerpaten Berlin e.V. vermittelt Bildungspatenschaften zwischen Ehrenamtlichen und sozial benachteiligten Kindern mit  Migrationshintergrund. 
Die Pat\*innen unterstützen ihr Patenkind im Rahmen von wöchentlichen Treffen bei Schulaufgaben, Prüfungsvorbereitung, Berufsorientierung und Alltagssorgen. Die Treffen finden beim Patenkind zu Hause statt. Auch gemeinsame bildungsbezogene Freizeitaktivitäten und Ausflüge gehören zur Patenschaft.

Schülerpaten Berlin e.V. qualifiziert seine Ehrenamtlichen durch Seminare und Themenabende und steht ihnen während der gesamten Patenschaft als Ansprechpartner zur Seite. Die Patenschaften sind auf mindestens ein Jahr angelegt, sodass die Kinder nachhaltig gefördert werden.

Informationen und Online-Anmeldemaske für Ehrenamtliche gibt es hier: https://schuelerpaten-berlin.de/mitmachen-patinnen/

Teilnahmebedingung für Patenkinder und Anmeldemöglichkeiten gibt es hier: https://schuelerpaten-berlin.de/mitmachen-schuelerinnen/",Am Krögel 2,Berlin,https://schuelerpaten-berlin.de,52.51624509659118,13.409319767450015
178,Betreutes Wohnen Turmstr.,"['Frauen', 'Männer', 'obdachlos', 'mitte', 'Charlottenburg Wilmersdorf', 'spandau', 'Rollstuhl', 'Geistige Behinderung 2', 'Betreutes Wohnen', 'Gruppe', 'persönlich', 'online', 'telefonisch', 'Beratung', 'Sucht', 'Gehäuse', 'Erholung', 'o ri notsab', 'Dienst']",Gehäuse,Betreutes Wohnen für Substituierte,Unser Standort in Berlin Moabit bietet Betreutes Wohnen für substituierte Menschen in 2er und 3er WGs in den Bezirken Mitte und Spandau an. Bitte melden Sie sich für ein Vorgespräch vor Ort per Telefon.,Turmstr. 34,Berlin,https://www.notdienstberlin.de,52.52647723796282,13.340007226453862
179,Psychosozialen Kontakt- und Beratungsstelle „Das Floß“,"['Hintergrund der Behinderung', 'Marzahn Hellersdorf', 'Geistige Behinderung 2', 'Beratungsstelle', 'Tagungszentrum', 'Gruppe', 'persönlich', 'telefonisch', 'Gesundheit', 'Beratung', 'Erholung', 'o ri wuhpsyze', 'Dienst']",Beratung,"Wenn seelische Probleme kopflos machen, dann…     bieten wir Ihnen Orientierung und Hilfe an.","Seelische Erkrankungen betreffen die Gedanken, Gefühle und Verhaltensweisen eines Menschen und haben viele Ursachen. Neben psychischen Erkrankungen können ebenso Arbeitslosigkeit, Leistungsdruck, familiäre Schwierigkeiten oder chronische Überlastungssituationen im Alltag dazu führen, dass jemand mit den Anforderungen des Lebens nicht mehr fertig wird – sich wie in einem tosenden Meer verliert. Und in diesem tosenden Meer scheint weit und breit kein rettendes Floß in Sicht.
Unsere psychosoziale Kontakt- und Beratungsstelle sehen wir als „Das Floß“ –  als eben diese erste Halt und Orientierung gebende Anlaufstelle für Erwachsene ohne bürokratische Hürden.

Wir bieten (auf Wunsch auch anonym)
    Gespräche und Informationen für Betroffene und Angehörige in seelischen Notlagen
    Beratung und Unterstützung bei der Klärung sozialer Angelegenheiten
    Vermittlung zu weiterführenden ambulanten und stationären Hilfsmöglichkeiten
    Kontakt- und Freizeitaktivitäten
    Sport
    Fachlich angeleitete Tagesstrukturierende Kursangebote
    Ausflüge und Feste
    Kreative Projekte
    Offener Treff & Bistrobetrieb

Unser Team besteht aus
Sozialarbeiterinnen/Sozialpädagoginnen
Ergotherapeutin
Psychologin",Dorfstrasse 47,Berlin,https://www.wuhletal.de/hilfe-fuer-psychisch-kranke-menschen/,52.50685090564359,13.581655035885216
180,Charlottenburger Genusshandwerk,"['Senioren', 'Frauen', 'queer', 'Männer', 'Hintergrund der Behinderung', 'Migrationshintergrund', 'Charlottenburg Wilmersdorf', 'Gruppe', 'persönlich', 'Geistige Behinderung 2', 'Arbeit', 'Dienst', 'o ri veritab', 'Deutsch']",Arbeit,ArbeitsTherapeutische BeschäftigungsAngebote (ATBA) für seelisch erkrankte in der hauseigenen Manufaktur,"In der Kaffeemanufaktur und im Teekontor des Charlottenburger Genusshandwerkes werden Kaffee- und Teespezialitäten aus hochwertigen und fair gehandelten Rohstoffen in Bioqualität produziert, vor Ort geröstet, getrocknet, variantenreich komponiert und aromaversiegelt verpackt. Über den Onlineshop, auf Berliner Märkten in unserem VITA Kaffeemobil und im Haus selbst werden die Produkte verkauft.

Mögliche Tätigkeiten:

- Abwiegen und Mischen der Zutaten
- Rösten des Kaffees
- Trocknen der Teezutaten
- Portionieren und Verpacken
- Versenden der Ware
- Mitarbeit im Verkauf bei Veranstaltungen und auf Märkten
- Verwaltungstätigkeiten

Weitere Informationen zum Charlottenburger Genusshandwerk findet man unter https://charlottenburger-genusshandwerk.de",Heerstraße 12-14,Berlin,https://vita-ev.de/einrichtungen/arbeitstherapeutische-beschaeftigungsangebote/,52.50947600132289,13.267481757206314
181,Kita Spreefeld,"['Familien', 'Jung', 'mitte', 'Nachbarschaft', 'Kindergarten', 'o ri juwkit', 'Dienst']",Kindergarten,"Ein offener Ort für die Familie, in dessen Zentrum das Kind steht.","Die Kita liegt zentral aber verkehrsruhig in einem Genossenschaftsbau unweit der Spree. In der kleinen, familiären Einrichtung können 25 Kinder altersgemischt nach Herzenslust gemeinsam spielen, entdecken, fragen und forschen, um so mit dem ganzen Körper und allen Sinnen zu lernen. 

Die Kleinsten im Alter von 0 bis ca. 3 Jahren werden in einer Nestgruppe betreut. Für Kinder ab ca. 3 Jahren wird ein offenes Bildungskonzept umgesetzt, das vielfältige Bildungserfahrungen ermöglicht und Selbstwirksamkeit erlebbar macht.

- Erziehungspartnerschaft mit Eltern 
- Individuelle Begleitung durch Bezugserzieher*innen für jedes Kind
- Soziales Lernen (z. B. durch Rollenspiele, Theaterspiele, Musik, Gespräche)
- Förderangebote für Kinder mit speziellem Förderbedarf, Inklusion
- Förderung von Sprachentwicklung und Kommunikationsfähigkeit
- Gesundes, vollwertiges, vegetarisches Essen von Kita-Köchin zubereitet 
- Kultur- und Naturerfahrungen in der Umgebung",Wilhelmine-Gemberg-Weg 10,Berlin,https://www.jugendwohnen-berlin.de/kindertagesstaetten/,52.510531,13.424683
